# First field is # dimensions of each datapoint, 2nd is gesture class, Next fields are raw time series in order t_f1[0], t_f2[0], t_f3[0] etc. where f1, f2, etc are features and [0] is time
2,1,273.0,136.0,273.0,136.0,273.0,136.0,273.0,136.0,273.0,136.0,273.0,136.0,273.0,136.0,273.0,136.0,273.0,137.0,274.0,141.0,275.0,147.0,277.0,154.0,279.0,166.0,280.0,175.0,281.0,184.0,282.0,189.0,282.0,193.0,283.0,198.0,283.0,204.0,284.0,214.0,284.0,224.0,285.0,233.0,286.0,242.0,286.0,251.0,287.0,259.0,287.0,267.0,288.0,275.0,288.0,280.0,288.0,285.0,288.0,290.0,288.0,294.0,288.0,296.0,288.0,297.0,288.0,297.0,289.0,297.0,289.0,297.0,291.0,296.0,292.0,295.0,295.0,294.0,298.0,293.0,306.0,293.0,315.0,292.0,324.0,292.0,330.0,292.0,338.0,291.0,345.0,291.0,353.0,290.0,362.0,289.0,372.0,288.0,385.0,288.0,390.0,288.0,396.0,287.0,402.0,286.0,409.0,286.0,415.0,286.0,419.0,286.0,419.0,285.0,419.0,285.0,419.0,284.0,421.0,272.0,424.0,260.0,428.0,239.0,430.0,227.0,430.0,215.0,431.0,205.0,431.0,196.0,431.0,186.0,431.0,170.0,430.0,159.0,430.0,154.0,429.0,150.0,429.0,147.0,429.0,147.0,428.0,146.0,428.0,146.0,426.0,146.0,425.0,147.0,419.0,147.0,405.0,146.0,380.0,140.0,351.0,134.0,335.0,131.0,319.0,128.0,309.0,126.0,295.0,124.0,285.0,122.0,279.0,121.0,275.0,120.0,273.0,119.0,272.0,119.0,
2,2,526.0,443.0,526.0,443.0,526.0,443.0,526.0,443.0,526.0,443.0,526.0,443.0,526.0,443.0,524.0,443.0,518.0,443.0,508.0,443.0,504.0,445.0,501.0,448.0,498.0,451.0,494.0,455.0,492.0,458.0,489.0,462.0,487.0,469.0,485.0,476.0,483.0,482.0,482.0,489.0,481.0,497.0,481.0,506.0,481.0,517.0,482.0,531.0,485.0,541.0,489.0,550.0,492.0,554.0,497.0,560.0,505.0,565.0,509.0,568.0,514.0,571.0,520.0,573.0,527.0,576.0,531.0,577.0,536.0,578.0,542.0,578.0,552.0,578.0,563.0,578.0,575.0,578.0,581.0,578.0,587.0,575.0,591.0,571.0,598.0,564.0,605.0,555.0,612.0,546.0,619.0,533.0,621.0,525.0,622.0,518.0,623.0,510.0,623.0,504.0,623.0,497.0,622.0,491.0,621.0,487.0,620.0,482.0,619.0,476.0,617.0,471.0,615.0,468.0,614.0,465.0,613.0,464.0,612.0,463.0,610.0,461.0,608.0,460.0,607.0,459.0,603.0,456.0,599.0,452.0,596.0,450.0,594.0,448.0,591.0,447.0,589.0,445.0,586.0,444.0,584.0,442.0,581.0,441.0,576.0,439.0,573.0,438.0,570.0,437.0,569.0,437.0,567.0,437.0,566.0,437.0,564.0,437.0,563.0,437.0,562.0,437.0,559.0,436.0,557.0,436.0,554.0,436.0,552.0,436.0,549.0,436.0,547.0,436.0,545.0,436.0,543.0,436.0,541.0,436.0,538.0,437.0,536.0,438.0,533.0,439.0,531.0,440.0,528.0,442.0,523.0,444.0,521.0,446.0,517.0,450.0,514.0,453.0,513.0,455.0,512.0,456.0,511.0,456.0,511.0,456.0,
